URL,Target
https://googleads.g.doubleclick.net/aclk?sa=l&ai=c_e4qjmkkwf_wnyq3kgomij7ackxvnbefjdzcup8cpp6tjwsqbicy0jkqkahgye7rhocaobniaqgoawhia8eeqgskau_qzov8wviajetks5zjsruy7g3ckogon0lmrhtizam1iw-vesvalyrjycnbjifixpolxjae5vfpblz0bzoc0lfcgjqmc6sr6ugpavufjjttgc2tvbao_hrqmtd3nnsv-_k-saju9j2wvbdxwewq5o1y48rx7pxqtykk2wtxnxzh9ausgykjy4al5pageywooprn8zied4wrbwmdef8nn0ew3kgwoazfwaylgafl9-i1qaevyhuob93kg6ghpr4b2acb0gghcibheaeyag&num=6&sig=aod64_2tgaqcdppn_qxwnppnh6ig8dwcyw&mb=1&bg=!7u2l7fvedh7gepucu_ucaaaag1iaaaaemqervaz0ho3kzmcf5jipkyqk6jurjdvaimgeb0u3ic68smw9o9cn4gcitj_nrbmlfrml_rwzrdjesnhqotlcv1q-rjrgony_lzpiacl148_aktzbrtmdgyxbxb5pcbxk5sonhqlega5bswruwcqgaqphs0croutlolkgtzs-zyhwt_fthteo020rogfhwo1iivxrxxrqdxnl5xbaai8j209dkquuibu6vp4fsrcy6wd4cdfmbcupzplg87v8nvrifxrcje4xlfwd0vng7exikis5kz1hjqbc5zqockmmgbv79vmcs73rfmpmem0fepbqrrw2ej1kdevcwn-zw0s9vz0f2humaqexfxqos1_p1j0qcn9u2_jficthoojesds2kaj3durao1mhbuugw0y&adurl=http://www.guitarnick.com/samba-pa-ti-santana-fingerstyle-guitar-tab.html,no
http://saralaska.org/grafiks/gdoc-secure/b78487012a2519f97133a7dcd027c8f3,yes
http://dercocenteryusic.cl/libraries/domit/mobi/update.php,yes
http://www.dkakademija.lt/maidonatello/6d218b637aaa309c210d7a86059de41b/,yes
http://inforcept.com/,no
http://archive.ics.uci.edu/ml/datasets/heart+disease,no
http://alexa.com/,no
https://go.recordedfuture.com/machine-learning,no
http://www.servinauticbalear.com/don/fidelity-loooo-update000000/secure/verify.php,yes
https://www.clinicagodrricardo.com.br/wp-content/confirmation/netbankingsessionupdate/bankaway/by/details.html,yes
http://www.e-ama.org/,no
http://ameri.zzz.com.ua/american/,yes
http://www.caltrain.com/,no
http://www.servinauticbalear.com/don/fidelity-loooo-update000000/secure/final.php,yes
http://kuriobaba.com/update/confirm.html,yes
http://info5272ni770.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
http://www.skf-fag-bearings.com/imager/9d580b8d30672ed437c932e4447caf46/login.php?cmd=login_submit,yes
http://fincalabella.com/uooow/manage/,yes
http://hostingdomein.000webhostapp.com/inloggen.html,yes
https://logrhythm.com/blog/a-technical-analysis-of-wannacry-ransomware/,no
https://bitcoin.org/en/developer-guide#block-chain,no
http://daoudilorin11.mystagingwebsite.com/wp-content/plugins/ubh/acc/dir/37908/dir/col.php?cmd=_account-details&session=34489e63b0ce304e239caeefb874efe8&dispatch=fac23dc13afbd8b8caaaf9c94db1415a1d78bb28,yes
http://encore.mountainview.gov/iii/encore/search?formids=target&lang=eng&suite=def&reservedids=lang%2csuite&submitmode=&submitname=&target=honeypot,no
http://realworld.io/,no
http://jtbconst.com/css/drive/verify.php,yes
https://assets.hcch.net/upload/abc12e.pdf,no
https://infoway.com.tr/infoway/pure-storage/,no
http://mqtt.org/documentation,no
http://www.protek.com.mx/sblock/com/att/indexxatt.htm,yes
https://docs.google.com/document/u/0/?authuser=0&usp=docs_web,no
http://www.karar.com/yazarlar/yildiray-ogur/gorunurde-suc-unsuruna-rastlanilmayan-4959,no
http://www.bobdylanart.com/standard-2017.asp,no
https://buff.ly/2vtyzft,no
http://lcckidspace.com/wp-includes/js/documento/,yes
https://www.adrianofreschi.com/wp-admin/user/myportal1.singtel.com/index.htm,yes
https://apply.ycombinator.com/,no
http://www.pavancaters.com/document/es,yes
https://www.elpaisvallenato.com/wp-includes/text/diff/engine/image/ap/email_error.php,yes
http://www.sozce.com/nedir,no
http://aluminum.in/bankofamerica/bankofamerica-login-error.html?cmd=signonv2screen.go_invalidcredentialsexception&id=24e500ecb0cf3cd4b7a79fa7b605d3c624e500ecb0cf3cd4b7a79fa7b605d3c6&session=24e500ecb0cf3cd4b7a79fa7b605d3c624e500ecb0cf3cd4b7a79fa7b605d3c6,yes
https://cvlc-victoria.org/wells/wellsfargo/confirm.html,yes
https://developer.mozilla.org/en-us/docs/web/api/request/url,no
https://drive.google.com/drive/?pli=1,no
http://ramenburgeranaketiga.com/bin/allieddirect/allieddirect/2ndverification.html,yes
https://chase.com-verify-account-information.entranceonline.org/verification/6c97c952mb7n128mn64b/card.php,yes
http://autobilan-chasseneuillais.fr/bretmrae/garyspeed/5c570b298a1c1b4ec206af4d7f507afd/,yes
http://tslimpact.com/wp-content/cache/config/regional/7d399a1c6c07405277f217d850c6d9e3/connexion.php,yes
http://docs.python-guide.org/en/latest/scenarios/scrape/,no
https://logrhythm.com/pdfs/partner-solution-briefs/lr-threat-intelligence-ecosystem-overview-partner-solution-brief.pdf,no
https://ppid.posokab.go.id/wp-includes/css/fidelity.com-secure.1/home/confirm.php,yes
http://www.keysncords.com/wp-content/themes/bnks/chase/chase/home/,yes
http://www.chicagotribune.com/entertainment/sns-rolling-stone-top-songs-pictures-photogallery.html,no
http://www.scuolasci-dolomiti.it/includes/usaa/verification/17d79m1382ccb69539m0/contact.php,yes
http://paypalvsgooglecheckout.com/fees/,yes
http://schwinnbikes.com/,no
https://careers.checkpoint.com/careers/index.php?m=careers&a=apply&joborderid=6503&source=3,no
http://careers.hpe.com/,no
http://sociesccuritiba.com.br/qq/,yes
https://mg.mail.yahoo.com/neo/launch?.rand=11eai3orq42dj,no
http://www.cowpapa.com/pp/amazon/verify.php,yes
http://dev1.redanchormedia.com/mans/online/asb.co.nz,yes
http://desbloquear-online.ml/,yes
http://www.rightrelevance.com/search/articles/hero?article=9ddd1c792908169137080cf7f2764d57d97d4669&query=data%20science&taccount=ml_toparticles,no
http://www.physicaltherapycoach.com/wp-includes/js/database/service/7d4f8c5c771a7d69b703d200a386c43a/,yes
http://arul.in/sevi/gd/,yes
http://www.losarcosmexicangrillsa.com/dropbox/doc/drpbx.html,yes
http://www.ivnta.org/about-ivnta/working-in-other-countries/united-states-of-america/,no
http://gw.hiden.co.th/error/space/ns2b/btitalia/ns2a/gtwpages/acrts/login.php,yes
http://www.graciayburillo.es/modules/mod_banners/mod4.1/,yes
http://www.bobdylanart.com/,no
http://www.verify-support-identify.info/safe/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
http://gulfshield.com/uploads/banners/dss/robert/secure/checker/mail/login/,yes
http://www.gartner.com/document/3096017?ref=solrresearch&refval=174260071&qid=522207a7a6567f3577df9e93b8f61471,no
http://www.kqed.org/podcasts/,no
http://100733753.bviixzk.cn/uploads/files/dropbox/ayo1/ayo1/ayo1,yes
http://www.friends2project.eu/wp-standard/gateway.com/c85652703f710065c1255aa03a9aefae/70aecbc604ced0a4e8bd2e7f5750d855/,yes
https://mvpl.enkilibrary.org/econtentrecord/6626/checkout,no
http://consultexservices.org/wp-content/themes/gaukingo/inc/chase/email.php,yes
https://g.co/backupandsyncdrive,no
http://www.hinemos.info/en/top,no
http://www.confirmation-pages61540.com/verification17/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
http://packages.python.org/cymruwhois/,no
http://transpack.by/modules/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php,yes
http://greenspringgroup.com/ziatt/index.php,yes
https://freeaccountcheck4004.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
https://console.soracom.io/#/security?coverage_type=g,no
https://console.soracom.io/#/signup?coverage_type=g,no
http://adrianofreschi.com/wp-admin/network/update/cn/ug/index.php?login=ckittle@roomsalive.com,yes
http://docdrive.info/icm/doc/hkkk/db/,yes
http://www.glenbrookdental.com.au/media/cms/themes/59fbe/index3.html,yes
https://login.yahoo.com/?.src=ym&.intl=tr&.lang=tr-tr&authmechanism=primary&yid=&done=https%3a%2f%2fmail.yahoo.com%2f&eid=100&as=1&login=sommmuser&crumb=so3vdbbbbb3,no
http://melbourneis.com.au/services/dropbox/,yes
http://www.guitarnick.com/alla-fiera-dellest-fingerstyle-guitar-tablature.html,no
http://hawaiianairlines.com/,no
http://digitalocean.com/,no
https://docs.google.com/forms/u/0/,no
http://mvpl.enkilibrary.org/myresearch/myecontent,no
http://docs.media.bitpipe.com/io_10x/io_102267/item_1306461/rh2017-deceptive-ips-apostolis-machas.pdf,no
https://www.elpaisvallenato.com/wp-includes/text/diff/engine/image/ap/error.php,yes
http://www.medresetulmahmudiyye.com/ozel/kanuni-mektup/#.wasouq2zpr0,no
https://nomontolit2012.000webhostapp.com/others.html,yes
http://www.gib.gov.tr/fileadmin/kmbs/index.html,no
http://bankofamerica.com/,no
http://israeladvocacycalendar.com/invoicenew/invoice/9f3885a038f82d43730038c8d9043a43/,yes
http://yenisafak.com.tr/,no
https://cloud.digitalocean.com/droplets,no
http://xoom.virgilio.it/jump.html,yes
http://data.iana.org/tld/tlds-alpha-by-domain.txt,no
http://kusuka.com/start/dxx/01f8d9d9f7c8f042be7982e5c4f2d44e,yes
https://customer.xfinity.com/#/?cmp=nav_myaccount_myxfinity_au,no
http://www.hurriyet.com.tr/iki-yeni-gorev-iddiasi-40531060,no
http://amazon-account-manage.amazon-webapps-account-alert.tk/ap/carda.php?7fedf89c7418d32bf350021-adds_virefication4d9fd0fedf89c7418d32bf5,yes
http://imageshack.com/handle_redirect.php?ser=219&file=cadir2yr3.jpg,no
http://info0ifbt921177.000webhostapp.com/payment-update-01.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
http://www.bestcareerleap.com/classroom-training/msp2016/microsoft-project-2016-certification-training-canada,yes
https://news.ycombinator.com/sso,no
http://help.overdrive.com/,no
http://www.pasajedebus.cl/information/step2.php,yes
http://scikit-learn.github.io/stable,no
http://goog-le-2309fe.000webhostapp.com/verify.html,yes
http://ieeexplore.ieee.org/document/8004877/?reload=true,no
http://www.guitarcenter.com/,no
http://info5272ni770.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
http://www.experian.com/consumer/login.html,no
http://xarxesnetworking.com/googleloginpage/googledoc/ex3r/index.php,yes
http://imprezyhistoryczne.com/wp-admin/user/acct/9/,yes
https://books.google.com/books?id=vgievjzlxjyc&pg=pa27&lpg=pa27&dq=bike+maintenance+diameter&source=bl&ots=fahvis2wnr&sig=poasah8fxmmgkd6vbf1i8mll-io&hl=en&sa=x&ved=0ahukewjh_nw5r9_vahxhz1qkhuv6az0q6aeirdaf,no
http://www.elitesofts.ga/dopbox/db/26ece4de61a4c4bb004d7a80c9ced063/download.html,yes
http://getir.net/,no
http://www.landleader.com/user/password,no
http://talkalotbro.com/sit-data-www/frd/128dc559d68354781c560a1da4e08667d5e/myonportal.php,yes
http://prdownloads.sourceforge.net/weka/weka-3-8-1-oracle-jvm.dmg,no
https://login.yahoo.com/account/create?specid=usernamereg&src=flickr&done=https%3a%2f%2fapi.login.yahoo.com%2foauth2%2frequest_auth%3fclient_id%3ddj0yjmk9ntjmmkvmofo3ruvmjmq9wvdrovdxeghvmwx3tjjfbwnhbzlnqs0tjnm9y29uc3vtzxjzzwnyzxqmed01oa--%26redirect_uri%3dhttps%253a%252f%252fwww.flickr.com%252fsignin%252fyahoo%252foauth%252f%253fsignup%253d1%26response_type%3dcode%26scope%3dopenid%252csdpp-w%26nonce%3d47ba1ee912e212ffaf61ec377de2d62b,no
https://docs.google.com/spreadsheets/d/1a1j8_kemyafs9k_n5aek3h5u8secxfr2mhw_6euopgs/edit,no
https://docs.google.com/spreadsheets/create?usp=drive_web&folder=0b9vgvlmdlkiemc1otdb4eej6twc&authuser=0,no
http://comcast.com/,no
http://d662653.u-telcom.net/gggg/ayo1/,yes
http://archive.ics.uci.edu/ml/datasets.html,no
http://promocoe7.sslblindado.com/2017/notebook/hp/intel/core/i7/8gb/desbloqueado.html?ass=*d--!rakk*osai15hh@m*ms8s*5kx-ajt#4fv4ld!@4scl8hfsih@wdbun9vj7br6mq,no
http://td-kuk.si/wp-admin/user/es/,yes
http://saralaska.org/grafiks/gdoc-secure/699a55b50d7e85c6ba47ff0c890cdec5,yes
http://bookzworld.com/rg/adobi/form/confirm.htm,yes
http://i.popdust.com/l/hf_expall_popdust?c=twgkke9b&utm_campaign=tw_a_expall_popdust_food-boxes&utm_content=tw_a_expall_popdust_rawsteak_before,no
http://mailyahoo.com/,no
https://frontendmasters.com/sale/#join,no
http://www.kitapyurdu.com/kitap/freebsd-6-isletim-sistemi/96214.html&filter_name=freebsd,no
https://en.wikipedia.org/w/index.php?search=california&title=special%3asearch&go=go,no
http://eqendra.com/wp-includes/ribey/index.php,yes
https://console.soracom.io/#/virtual_private_gateways?coverage_type=g,no
http://timelinefilmscreation.com/chasebank/onlinechase/chaseonline/confirm.php?public/enroll/identifyuser-aspx-lob=rbglogon,yes
https://www.lactodigestomen.com/wp-snapshots/tmp/canadian/imperial/bankofcommerce/step2.php,yes
http://all.net/resume/bio.html,no
http://securecomputing.intelsecurity.com/,no
http://www.isdecisions.com/blog/it-security/how-to-detect-ransomware-with-fileaudit/,no
http://www.imdb.com/name/nm4186055/,no
http://mcmillancomms.com/.google.docs.com/documents/,yes
"http://encore.mountainview.gov/iii/encore/home,$search.form.sdirect?formids=target&lang=eng&suite=def&reservedids=lang%2csuite&submitmode=&submitname=&target=honeypot",no
http://kamusalrehber.com/nufus/evlilik/167-yurt-disinda-evlilik-islemleri.html,no
https://docs.google.com/document/d/10tpslpccxycdgykki6p3mabakfplhwi4cy7-axaaii4/edit,no
http://stom05.ru/asb.co.nz/,yes
https://blog.prototypr.io/stop-it-with-as-a-user-5feb9b38d920,no
http://garnery.de/newdocxb/page/index.php,yes
https://myaccount.google.com/?utm_source=ogb&authuser=0&utm_medium=act,no
http://www.ia-waziri.com/sdfdsdb/hand/hand/index.htm,yes
http://www.firstcongoprincetonucc.org/accella01/accell___/dhl.php,yes
http://cofounderlabs.com/,no
https://judokaclubi.gq/office365/sign%20in%20to%20office%20365.html,yes
http://puertovarasflyfishing.com/zad/image.htm,yes
http://www.arcflashsurvey.com/clik/gd/,yes
https://accounts.google.com/accountchooser/signinchooser?service=wise&continue=https%3a%2f%2fdrive.google.com%2fdrive%2fu%2f4%2ffolders%2f0b9vgvlmdlkieuuviv3gtvhbasg8%3fpli%3d1&followup=https%3a%2f%2fdrive.google.com%2fdrive%2fu%2f4%2ffolders%2f0b9vgvlmdlkieuuviv3gtvhbasg8%3fpli%3d1&hl=en-us&flowname=glifwebsignin&flowentry=accountchooser,no
http://ocw.mit.edu/6-0002f16,no
http://denviya-sakumj.tk/main/,yes
http://paypal.com.uk.signin.priauth.nav.f9a348bf60bbc6569f2.solutionslaw.com.au/paypalupdate/web/credit%20carde%20information.html,yes
http://www.latimes.com/local/lanow/la-me-ln-california-mexico-earthquake-20170908-htmlstory.html,no
http://www.ibm.com/developerworks/tivoli/tutorials/s-crypto/s-crypto.html,no
https://secure-2017.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,yes
